t_max_GeV2,rho,A_dsigdt_t0_mb_per_GeV2,A_err,B_GeV_minus2,B_err,sigma_tot_mb,sigma_el_mb,n_points_used
0.12,0.14,510.68751187210637,1.7465361705309745,20.082269324438297,0.07575430677524188,99.0111023870784,25.429771089198873,49
