P_atm,doppler_exp_fit,expected_doppler,lorentz_exp_fit,expected_lorentz
0.2,0.4882085086930564,0.5,-0.7584370172106716,-0.76
0.5,0.5198411122891204,0.5,-0.7611491740053322,-0.76
1.0,0.5210154937783464,0.5,-0.760995601689058,-0.76
