7153.001886,3.347e-29,0.0655,0.68,0.25,#,-0.02909,2756.4153,87,81,3,3,4,3,2,0,3,1387,1380,1419,1413,817,0,1413
7153.05032,1.01e-26,0.0532,0.52,0.281,#,-0.03791,2142.5977,25,23,4,5,4,2,2,0,3,1386,1214,1232,1411,817,0,1411
7153.052814,3.317e-30,0.0187,0.16,0.183,#,-0.01103,3319.4476,105,111,3,3,2,3,2,0,0,1387,1380,1232,1411,817,0,1411
7153.071143,9.99e-26,0.0863,0.72,0.352,#,-0.01381,2462.8753,45,45,4,5,4,2,2,0,3,1208,1216,1232,1411,817,0,1411
7153.078343,2.472e-29,0.0373,0.37,0.221,#,-0.02899,3269.5388,31,31,2,3,4,3,2,0,3,1387,1380,1419,1413,817,0,1413
7153.080784,2.431e-30,0.0289,0.27,0.195,#,-0.02492,3812.0467,35,35,2,3,2,3,2,0,0,1387,1380,1232,1411,817,0,1411
7153.136311,2.96e-29,0.0314,0.21,0.281,#,-0.00425,2915.8743,63,69,3,3,2,3,2,0,3,1387,1380,1232,1411,817,0,42
7153.138568,2.253e-29,0.0887,0.71,0.412,#,0.0,224.8384,15,27,4,2,2,3,2,0,0,1387,1385,773,819,817,0,886
7153.289137,1.841e-27,0.107,0.75,0.48,#,-0.00754,3175.4412,3,9,3,3,4,2,2,0,3,1387,1380,1232,1411,817,0,1411
7153.294474,1.951e-27,0.0574,0.54,0.333,#,-0.01259,3101.1237,51,51,4,3,4,2,2,0,3,1387,1380,1232,1411,817,0,1411
7153.305397,4.411e-27,0.0662,0.6,0.315,#,-0.00654,3141.0459,63,57,3,3,4,2,2,0,3,1387,1380,1232,1411,817,0,1411
7153.3397,2.355e-28,0.0472,0.41,0.298,#,-0.01975,2903.1461,19,21,3,3,4,4,2,0,3,1387,1380,1232,1411,817,0,1411
7153.365744,1e-29,0.0464,0.49,0.265,#,-0.00227,3587.6666,27,25,3,3,2,3,2,0,0,1387,1380,1232,1411,817,0,1411
7153.368163,6.994e-30,0.0963,0.75,0.391,#,-0.00993,4095.92,33,33,3,3,2,3,2,0,0,1387,1380,1232,1411,817,0,1411
7153.492416,5.724e-27,0.0518,0.5,0.25,#,-0.03393,2756.4153,81,81,3,3,4,2,2,0,3,1387,1380,1232,1411,817,0,1411
7153.506299,1.13e-26,0.0507,0.5,0.265,#,-0.04,2433.8004,81,75,4,5,4,2,2,0,3,1208,1214,1232,1411,817,0,1411
7153.521584,9.947e-30,0.0458,0.45,0.281,#,-0.02503,3832.2517,23,23,3,3,2,3,2,0,0,1387,1380,1232,1411,817,0,1411
7153.536727,6.089e-27,0.0906,0.71,0.434,#,-0.00964,1907.6157,27,21,4,3,4,2,2,0,3,1387,1380,1232,1411,817,0,1411
7153.63576,4.592e-30,0.0852,0.7,0.315,#,-0.01605,4918.2349,63,57,3,3,2,3,2,0,0,1387,1380,1232,1411,817,0,1411
7153.72045,8.75e-26,0.0546,0.5,0.371,#,-0.01853,2552.8798,13,13,4,5,4,2,2,0,3,1386,1214,1232,1411,817,0,1411
7153.74834,2.59e-25,0.0546,0.5,0.371,#,-0.01784,2552.8573,39,39,4,5,4,2,2,0,3,1386,1216,1232,1411,817,0,1411
7153.79315,1.876e-30,0.063,0.62,0.221,#,-0.02153,3360.6004,99,93,3,3,2,3,2,0,0,1387,1380,1419,1413,817,0,1413
7153.793609,1.889e-30,0.0847,0.71,0.315,#,-0.01196,4992.1216,63,57,3,3,2,3,2,0,0,1387,1380,1232,1411,817,0,1411
7153.817184,2.626e-29,0.0994,0.74,0.456,#,0.0,136.1639,3,5,4,2,2,3,2,0,0,1387,1385,773,819,817,0,886
7153.87979,1.45e-27,0.0466,0.45,0.25,#,0.00142,2426.1965,25,27,4,4,4,2,2,0,3,1208,1214,1232,1411,817,0,1411
7153.901515,4.264e-28,0.0139,-0.04,0.208,#,-0.01304,2660.9448,99,99,4,3,4,2,2,0,3,1387,1380,1232,1411,817,0,1411
7153.952895,7.938e-29,0.085,0.71,0.333,#,-0.00068,2490.354,15,17,4,3,4,3,2,0,3,1387,1380,1232,1411,817,0,1411
7153.993321,3.865e-30,0.06,0.57,0.298,#,0.0,1293.6341,63,63,4,3,2,3,2,0,0,1387,1385,773,819,817,0,886
7154.056255,2.92e-27,0.0593,0.56,0.333,#,-0.01059,3101.1423,17,17,4,4,4,2,2,0,3,1208,1214,1232,1411,817,0,1411
7154.115389,1.536e-28,0.0329,0.29,0.221,#,0.00612,3080.1787,93,93,3,3,4,3,2,0,3,1387,1380,1232,1411,817,0,1411
7154.261343,4.396e-30,0.0963,0.73,0.412,#,-0.00804,3977.2616,9,9,3,3,2,3,2,0,0,1387,1380,1232,1411,817,0,1411
7154.274815,1.301e-27,0.0959,0.74,0.412,#,-0.00947,1922.901,11,9,4,3,4,2,2,0,3,1387,1380,1232,1411,817,0,1411
7154.353703,3.727e-24,0.0244,0.28,0.333,#,-0.02699,1789.0428,17,17,4,6,4,2,2,0,3,1387,1380,1232,1411,817,0,1411
7154.354123,1.118e-23,0.0325,0.28,0.215,#,-0.01459,1789.0428,51,51,4,6,7,2,5,0,1,1387,1380,59,1411,59,0,59
7154.448078,3.742e-27,0.0844,0.7,0.352,#,0.00381,709.6082,17,15,4,3,4,2,2,0,3,1387,1380,1232,1411,817,0,1411
7154.51777,1.109e-30,0.0716,0.61,0.333,#,-0.02026,4071.7334,45,51,3,3,2,3,2,0,0,1387,1380,1232,1411,817,0,1411
7154.526,1.85e-26,0.0953,0.73,0.391,#,-0.0044,1922.8291,9,11,4,5,4,2,2,0,3,1386,1214,1232,1411,817,0,1411
7154.555744,2.388e-29,0.0799,0.69,0.333,#,-0.01627,2920.132,19,17,4,3,4,3,2,0,3,1387,1380,1232,1411,817,0,1411
7154.57351,2.34e-24,0.0847,0.72,0.352,#,-0.00734,927.7439,13,15,4,5,4,2,6,0,3,1386,1216,1419,1413,817,0,1413
7154.594544,4.15e-25,0.0479,0.45,0.281,#,-0.01905,2142.5977,23,23,4,5,4,2,2,0,3,1208,1216,1232,1411,817,0,1411
7154.628929,1.01e-29,0.1003,0.75,0.456,#,-0.01,3788.6944,15,15,3,3,4,3,2,0,3,1387,1380,1232,1411,817,0,1411
7154.65146,4.89e-28,0.0458,0.44,0.25,#,-0.01709,2586.5298,25,27,4,4,4,2,2,0,3,1208,1214,1232,1411,817,0,1411
7154.663914,9.386e-29,0.0546,0.49,0.265,#,-0.00665,3738.5432,27,25,3,3,4,3,2,0,3,1387,1380,1232,1411,817,0,1411
