date,sfu_245MHz,sfu_410MHz,sfu_610MHz,sfu_1415MHz,sfu_2695MHz,sfu_4995MHz,sfu_8800MHz,sfu_15400MHz,alpha,r2,resid_2695,resid_4995,resid_8800,resid_15400,max_abs_resid,which_band,B_G_s2,B_G_s3
2018-03-25,12.0,30.0,34.0,45.0,65.0,107.0,236.0,511.0,1.2005045015088613,0.9853274562058297,1.1062638221357897,0.8682041726070823,0.9702628379752829,1.0730748677455029,0.13179582739291773,4995.0,892.0,594.6
2018-12-07,13.0,30.0,35.0,46.0,72.0,116.0,215.0,518.0,1.1240970557391274,0.9748359377060839,1.1159649204781434,0.8985540179656551,0.8811628131494407,1.1317463580923035,0.1317463580923035,15400.0,2750.0,1833.3
2018-02-03,13.0,24.0,34.0,46.0,67.0,108.0,232.0,501.0,1.1699287592583043,0.9837828563868423,1.1090691671857718,0.8685481698234143,0.9618723933261691,1.0792697344172348,0.13145183017658568,4995.0,892.0,594.6
2018-10-25,9.0,26.0,33.0,44.0,69.0,113.0,209.0,508.0,1.1357714969924693,0.9759280289375813,1.1125352257600933,0.9040299104098402,0.8788420853217183,1.1313385444708723,0.13133854447087234,15400.0,2750.0,1833.3
2018-10-20,5.0,21.0,34.0,47.0,72.0,116.0,214.0,514.0,1.119316860015363,0.9749574710173725,1.1147034848475477,0.9001895922841856,0.8810426790090788,1.1311226707695328,0.13112267076953277,15400.0,2750.0,1833.3
2018-04-03,12.0,28.0,35.0,45.0,64.0,106.0,236.0,503.0,1.2021312689808887,0.9863848143213846,1.1019635330559594,0.8692604411617112,0.9797048511803408,1.0655837838584354,0.1307395588382888,4995.0,892.0,594.6
2018-04-16,6.0,21.0,32.0,46.0,68.0,110.0,241.0,495.0,1.1597750079543536,0.9859913748553915,1.0991615864259443,0.869265830642321,0.9874919724629156,1.0598692090076687,0.130734169357679,4995.0,892.0,594.6
2018-11-21,11.0,26.0,30.0,46.0,69.0,115.0,216.0,531.0,1.161387961584419,0.977423838896537,1.1114230712735127,0.9046971397224028,0.8802763509823095,1.1297915975126476,0.12979159751264757,15400.0,2750.0,1833.3
2018-11-28,12.0,28.0,34.0,44.0,68.0,113.0,212.0,520.0,1.1579028775803033,0.9772533471351943,1.111707726423424,0.904209646750737,0.8805288836920984,1.129787156460996,0.12978715646099603,15400.0,2750.0,1833.3
2018-10-27,11.0,30.0,33.0,45.0,71.0,117.0,214.0,518.0,1.1292723328858967,0.9766181528650776,1.108307177827226,0.9098482408809514,0.877921179003394,1.1295757707890244,0.12957577078902438,15400.0,2750.0,1833.3
2018-05-05,11.0,28.0,34.0,45.0,67.0,109.0,238.0,497.0,1.1688861340784473,0.9859452894017242,1.1006644085554211,0.8705071500946084,0.9804795812909675,1.0644718483812787,0.12949284990539156,4995.0,892.0,594.6
2018-10-28,12.0,29.0,33.0,46.0,69.0,114.0,211.0,512.0,1.140049554073081,0.9770973891630347,1.109474691331887,0.9071234976255815,0.8803432696924365,1.1286626019587844,0.12866260195878443,15400.0,2750.0,1833.3
2018-11-20,11.0,26.0,31.0,45.0,69.0,113.0,210.0,507.0,1.1356115044034896,0.9766668579889002,1.1115983800306946,0.9033578198417723,0.8824705338411704,1.128475340993571,0.12847534099357105,15400.0,2750.0,1833.3
2018-03-30,13.0,29.0,34.0,44.0,65.0,107.0,231.0,507.0,1.1927035418449263,0.9849801297375917,1.1067150089136464,0.8727491491517475,0.9589049578908553,1.0796903059718603,0.1272508508482525,4995.0,892.0,594.6
2018-03-29,13.0,30.0,34.0,45.0,64.0,106.0,229.0,510.0,1.2038501252211637,0.9848205691274403,1.108146237068338,0.8732109151423417,0.9540370259245438,1.0832246599365176,0.12678908485765827,4995.0,892.0,594.6
2018-12-04,12.0,28.0,35.0,45.0,71.0,115.0,217.0,519.0,1.1354798053316926,0.9766327262869943,1.1148061948232906,0.8961004753185039,0.8888951683743573,1.1261425636670632,0.12614256366706322,15400.0,2750.0,1833.3
2018-11-03,11.0,30.0,33.0,43.0,67.0,114.0,210.0,514.0,1.1567053645820624,0.9793345117732569,1.1016329957668802,0.9181145516828889,0.8784618227974206,1.1254943047642878,0.1254943047642878,15400.0,2750.0,1833.3
2018-04-06,11.0,25.0,32.0,45.0,62.0,106.0,243.0,505.0,1.2260706544811342,0.9892023173986487,1.090012427850925,0.8745552055963363,1.0012419054745338,1.0477129288380418,0.12544479440366374,4995.0,892.0,594.6
2018-10-14,12.0,32.0,38.0,48.0,72.0,116.0,214.0,505.0,1.1103051479723607,0.9765149104759611,1.110734719867393,0.9019862250361375,0.8873179550188736,1.1248910924328224,0.12489109243282237,15400.0,2750.0,1833.3
2018-12-31,12.0,28.0,35.0,46.0,68.0,115.0,212.0,516.0,1.1511566272555807,0.9792054025156719,1.1023735827921415,0.9162933701926099,0.8801340826257327,1.1248324051001846,0.12483240510018456,15400.0,2750.0,1833.3
2018-11-30,13.0,28.0,33.0,44.0,67.0,113.0,211.0,514.0,1.158956158788491,0.9792592854022119,1.104952637412525,0.9115364298664644,0.8829498626970005,1.1244658325314671,0.12446583253146715,15400.0,2750.0,1833.3
2018-10-22,4.0,18.0,30.0,47.0,71.0,115.0,216.0,513.0,1.1287298640373167,0.9770992066194755,1.1126704625042563,0.8981165939995087,0.8901858874117663,1.124139000165153,0.124139000165153,15400.0,2750.0,1833.3
